   4.2000000e+01	  -2.5941794e-01	   1.0676806e+01	   1.4997418e+00	
   4.3000000e+01	  -2.4859427e-01	   1.0431255e+01	   1.5013723e+00	
   4.4000000e+01	  -2.3745129e-01	   1.0197668e+01	   1.5029197e+00	
   4.5000000e+01	  -2.2602976e-01	   9.9726901e+00	   1.5044150e+00	
   4.6000000e+01	  -2.1448230e-01	   9.7593580e+00	   1.5058289e+00	
   4.7000000e+01	  -2.0304132e-01	   9.5533516e+00	   1.5071965e+00	
   4.8000000e+01	  -1.9198179e-01	   9.3566507e+00	   1.5085027e+00	
   4.9000000e+01	  -1.8158310e-01	   9.1680707e+00	   1.5097545e+00	
   5.0000000e+01	  -1.7209409e-01	   8.9866503e+00	   1.5109594e+00	
   5.1000000e+01	  -1.6370429e-01	   8.8119962e+00	   1.5121198e+00	
   5.2000000e+01	  -1.5652383e-01	   8.6442009e+00	   1.5132339e+00	
   5.3000000e+01	  -1.5057318e-01	   8.4826281e+00	   1.5143084e+00	
   5.4000000e+01	  -1.4578296e-01	   8.3272663e+00	   1.5153395e+00	
   5.5000000e+01	  -1.4200306e-01	   8.1768699e+00	   1.5163400e+00	
   5.6000000e+01	  -1.3901927e-01	   8.0323598e+00	   1.5173003e+00	
   5.7000000e+01	  -1.3657557e-01	   7.8919363e+00	   1.5182344e+00	
   5.8000000e+01	  -1.3439935e-01	   7.7575753e+00	   1.5191273e+00	
   5.9000000e+01	  -1.3222700e-01	   7.6278955e+00	   1.5199895e+00	
   6.0000000e+01	  -1.2982724e-01	   7.5019009e+00	   1.5208261e+00	
   6.1000000e+01	  -1.2702078e-01	   7.3796944e+00	   1.5216386e+00	
   6.2000000e+01	  -1.2369367e-01	   7.2612868e+00	   1.5224268e+00	
   6.3000000e+01	  -1.1980445e-01	   7.1487163e+00	   1.5231757e+00	
   6.4000000e+01	  -1.1538407e-01	   7.0368347e+00	   1.5239190e+00	
   6.5000000e+01	  -1.1052922e-01	   6.9292714e+00	   1.5246346e+00	
   6.6000000e+01	  -1.0539025e-01	   6.8246981e+00	   1.5253313e+00	
   6.7000000e+01	  -1.0015428e-01	   6.7241136e+00	   1.5260004e+00	
   6.8000000e+01	  -9.5026099e-02	   6.6262444e+00	   1.5266508e+00	
   6.9000000e+01	  -9.0207869e-02	   6.5303052e+00	   1.5272899e+00	
   7.0000000e+01	  -8.5880374e-02	   6.4378312e+00	   1.5279051e+00	
   7.1000000e+01	  -8.2186058e-02	   6.3472452e+00	   1.5285097e+00	
   7.2000000e+01	  -7.9216662e-02	   6.2602262e+00	   1.5290874e+00	
   7.3000000e+01	  -7.7005932e-02	   6.1750042e+00	   1.5296542e+00	
   7.4000000e+01	  -7.5527280e-02	   6.0924387e+00	   1.5302031e+00	
   7.5000000e+01	  -7.4696704e-02	   6.0121092e+00	   1.5307377e+00	
   7.6000000e+01	  -7.4382297e-02	   5.9329332e+00	   1.5312652e+00	
   7.7000000e+01	  -7.4414587e-02	   5.8568222e+00	   1.5317718e+00	
   7.8000000e+01	  -7.4603901e-02	   5.7824619e+00	   1.5322669e+00	
   7.9000000e+01	  -7.4756245e-02	   5.7099516e+00	   1.5327489e+00	
   8.0000000e+01	  -7.4690121e-02	   5.6385356e+00	   1.5332249e+00	
   8.1000000e+01	  -7.4252489e-02	   5.5696716e+00	   1.5336825e+00	
   8.2000000e+01	  -7.3330425e-02	   5.4999701e+00	   1.5341473e+00	
   8.3000000e+01	  -7.1862597e-02	   5.4358355e+00	   1.5345749e+00	
   8.4000000e+01	  -6.9840416e-02	   5.3715658e+00	   1.5350022e+00	
   8.5000000e+01	  -6.7311154e-02	   5.3093411e+00	   1.5354151e+00	
   8.6000000e+01	  -6.4369664e-02	   5.2478806e+00	   1.5358255e+00	
   8.7000000e+01	  -6.1152497e-02	   5.1877503e+00	   1.5362263e+00	
   8.8000000e+01	  -5.7823434e-02	   5.1295104e+00	   1.5366129e+00	
   8.9000000e+01	  -5.4557986e-02	   5.0723277e+00	   1.5369939e+00	
   9.0000000e+01	  -5.1531824e-02	   5.0159570e+00	   1.5373699e+00	
   9.1000000e+01	  -4.8898736e-02	   4.9613112e+00	   1.5377337e+00	
   9.2000000e+01	  -4.6782053e-02	   4.9079046e+00	   1.5380887e+00	
   9.3000000e+01	  -4.5263768e-02	   4.8550793e+00	   1.5384414e+00	
   9.4000000e+01	  -4.4376743e-02	   4.8039448e+00	   1.5387814e+00	
   9.5000000e+01	  -4.4093282e-02	   4.7534005e+00	   1.5391189e+00	
   9.6000000e+01	  -4.4345248e-02	   4.7046606e+00	   1.5394424e+00	
   9.7000000e+01	  -4.5012597e-02	   4.6562203e+00	   1.5397656e+00	
   9.8000000e+01	  -4.5951523e-02	   4.6088359e+00	   1.5400812e+00	
   9.9000000e+01	  -4.6982770e-02	   4.5624615e+00	   1.5403898e+00	
   1.0000000e+02	  -4.7933229e-02	   4.5174897e+00	   1.5406895e+00	
   1.0100000e+02	  -4.8631313e-02	   4.4725639e+00	   1.5409887e+00	
   1.0200000e+02	  -4.8930816e-02	   4.4291504e+00	   1.5412772e+00	
   1.0300000e+02	  -4.8734669e-02	   4.3859405e+00	   1.5415646e+00	
   1.0400000e+02	  -4.7982803e-02	   4.3443205e+00	   1.5418430e+00	
   1.0500000e+02	  -4.6660982e-02	   4.3034415e+00	   1.5421146e+00	
   1.0600000e+02	  -4.4827482e-02	   4.2627487e+00	   1.5423863e+00	
   1.0700000e+02	  -4.2578594e-02	   4.2231378e+00	   1.5426500e+00	
   1.0800000e+02	  -4.0043232e-02	   4.1844161e+00	   1.5429080e+00	
   1.0900000e+02	  -3.7387058e-02	   4.1461173e+00	   1.5431626e+00	
   1.1000000e+02	  -3.4791738e-02	   4.1085880e+00	   1.5434130e+00	
   1.1100000e+02	  -3.2443703e-02	   4.0723226e+00	   1.5436547e+00	
   1.1200000e+02	  -3.0485513e-02	   4.0353863e+00	   1.5439015e+00	
   1.1300000e+02	  -2.9052370e-02	   3.9998654e+00	   1.5441374e+00	
   1.1400000e+02	  -2.8237293e-02	   3.9654238e+00	   1.5443665e+00	
   1.1500000e+02	  -2.8032249e-02	   3.9311147e+00	   1.5445955e+00	
   1.1600000e+02	  -2.8413080e-02	   3.8970062e+00	   1.5448225e+00	
   1.1700000e+02	  -2.9279880e-02	   3.8633669e+00	   1.5450470e+00	
   1.1800000e+02	  -3.0527211e-02	   3.8316426e+00	   1.5452578e+00	
   1.1900000e+02	  -3.1973449e-02	   3.7993503e+00	   1.5454733e+00	
   1.2000000e+02	  -3.3423332e-02	   3.7679717e+00	   1.5456819e+00	
   1.2100000e+02	  -3.4660557e-02	   3.7372092e+00	   1.5458867e+00	
   1.2200000e+02	  -3.5551785e-02	   3.7062506e+00	   1.5460935e+00	
   1.2300000e+02	  -3.5946266e-02	   3.6760673e+00	   1.5462943e+00	
   1.2400000e+02	  -3.5608186e-02	   3.6469668e+00	   1.5464881e+00	
   1.2500000e+02	  -3.4793309e-02	   3.6179361e+00	   1.5466813e+00	
   1.2600000e+02	  -3.3275735e-02	   3.5890272e+00	   1.5468744e+00	
   1.2700000e+02	  -3.1370968e-02	   3.5613833e+00	   1.5470581e+00	
   1.2800000e+02	  -2.9000888e-02	   3.5334434e+00	   1.5472448e+00	
   1.2900000e+02	  -2.6590305e-02	   3.5061966e+00	   1.5474263e+00	
   1.3000000e+02	  -2.4228622e-02	   3.4795969e+00	   1.5476032e+00	
   1.3100000e+02	  -2.2127282e-02	   3.4529059e+00	   1.5477813e+00	
   1.3200000e+02	  -2.0390756e-02	   3.4266511e+00	   1.5479567e+00	
   1.3300000e+02	  -1.9358539e-02	   3.4013769e+00	   1.5481246e+00	
   1.3400000e+02	  -1.9224252e-02	   3.3760830e+00	   1.5482930e+00	
   1.3500000e+02	  -1.9294014e-02	   3.3509265e+00	   1.5484608e+00	
   1.3600000e+02	  -2.0208416e-02	   3.3261243e+00	   1.5486259e+00	
   1.3700000e+02	  -2.1519180e-02	   3.3022401e+00	   1.5487851e+00	
   1.3800000e+02	  -2.3365157e-02	   3.2786088e+00	   1.5489424e+00	
   1.3900000e+02	  -2.5458274e-02	   3.2549655e+00	   1.5491000e+00	
   1.4000000e+02	  -2.6759460e-02	   3.2319342e+00	   1.5492533e+00	
   1.4100000e+02	  -2.8509347e-02	   3.2091443e+00	   1.5494052e+00	
   1.4200000e+02	  -2.8624444e-02	   3.1864754e+00	   1.5495560e+00	
   1.4300000e+02	  -2.9361795e-02	   3.1646218e+00	   1.5497017e+00	
   1.4400000e+02	  -2.8065401e-02	   3.1426407e+00	   1.5498484e+00	
   1.4500000e+02	  -2.6885148e-02	   3.1211574e+00	   1.5499912e+00	
   1.4600000e+02	  -2.4940114e-02	   3.0996081e+00	   1.5501351e+00	
   1.4700000e+02	  -2.3389273e-02	   3.0784973e+00	   1.5502761e+00	
   1.4800000e+02	  -2.0267265e-02	   3.0579758e+00	   1.5504127e+00	
   1.4900000e+02	  -1.8481976e-02	   3.0375302e+00	   1.5505490e+00	
   1.5000000e+02	  -1.8752818e-02	   3.0173019e+00	   1.5506835e+00	
   1.5100000e+02	  -1.5329944e-02	   2.9973740e+00	   1.5508167e+00	
   1.5200000e+02	  -1.3934694e-02	   2.9777459e+00	   1.5509470e+00	
   1.5300000e+02	  -1.6445766e-02	   2.9584178e+00	   1.5510761e+00	
   1.5400000e+02	  -2.0846445e-02	   2.9392069e+00	   1.5512044e+00	
   1.5500000e+02	  -2.0624371e-02	   2.9204483e+00	   1.5513291e+00	
   1.5600000e+02	  -2.3305621e-02	   2.9014737e+00	   1.5514554e+00	
   1.5700000e+02	  -2.9274785e-02	   2.8832178e+00	   1.5515773e+00	
   1.5800000e+02	  -2.5129532e-02	   2.8652218e+00	   1.5516971e+00	
   1.5900000e+02	  -2.6667998e-02	   2.8472587e+00	   1.5518166e+00	
   1.6000000e+02	  -3.0802055e-02	   2.8296289e+00	   1.5519340e+00	
   1.6100000e+02	  -2.8842164e-02	   2.8118843e+00	   1.5520528e+00	
   1.6200000e+02	  -2.7069788e-02	   2.7946174e+00	   1.5521676e+00	
   1.6300000e+02	  -2.8185400e-02	   2.7775338e+00	   1.5522815e+00	
   1.6400000e+02	  -1.9687762e-02	   2.7605206e+00	   1.5523956e+00	
   1.6500000e+02	  -1.4241398e-02	   2.7439830e+00	   1.5525052e+00	
   1.6600000e+02	  -2.2523551e-02	   2.7276416e+00	   1.5526140e+00	
   1.6700000e+02	  -1.2535806e-02	   2.7113021e+00	   1.5527230e+00	
   1.6800000e+02	  -1.4146549e-02	   2.6948830e+00	   1.5528321e+00	
   1.6900000e+02	  -1.8268428e-03	   2.6799136e+00	   1.5529320e+00	
   1.7000000e+02	  -5.5166146e-03	   2.6637657e+00	   1.5530394e+00	
   1.7100000e+02	  -2.4253378e-02	   2.6482727e+00	   1.5531428e+00	
   1.7200000e+02	  -2.2019598e-02	   2.6326827e+00	   1.5532468e+00	
   1.7300000e+02	  -4.1559192e-03	   2.6174996e+00	   1.5533482e+00	
   1.7400000e+02	   1.3889876e-02	   2.6027562e+00	   1.5534461e+00	
   1.7500000e+02	  -1.5846706e-02	   2.5879345e+00	   1.5535451e+00	
   1.7600000e+02	   7.3769720e-02	   2.5731670e+00	   1.5536433e+00	
   1.7700000e+02	   4.6063981e-02	   2.5586772e+00	   1.5537399e+00	
   1.7800000e+02	   1.9617795e-02	   2.5443509e+00	   1.5538353e+00	
   1.7900000e+02	   1.0837714e-01	   2.5300264e+00	   1.5539309e+00	
   1.8000000e+02	   9.2625773e-02	   2.5159381e+00	   1.5540255e+00	
   1.8100000e+02	   1.0627484e-01	   2.5021453e+00	   1.5541170e+00	
   1.8200000e+02	   5.9201242e-02	   2.4883745e+00	   1.5542089e+00	
   1.8300000e+02	   8.3912375e-03	   2.4749954e+00	   1.5542976e+00	
   1.8400000e+02	   3.8429455e-02	   2.4611779e+00	   1.5543901e+00	
   1.8500000e+02	   5.7543323e-03	   2.4482915e+00	   1.5544761e+00	
   1.8600000e+02	   1.5399296e-02	   2.4351851e+00	   1.5545632e+00	
   1.8700000e+02	   2.5534489e-02	   2.4221286e+00	   1.5546504e+00	
   1.8800000e+02	   8.7594676e-02	   2.4095188e+00	   1.5547338e+00	
   1.8900000e+02	  -3.8253031e-04	   2.3967046e+00	   1.5548197e+00	
   1.9000000e+02	   5.1677595e-02	   2.3842433e+00	   1.5549024e+00	
   1.9100000e+02	  -2.9436226e-02	   2.3715636e+00	   1.5549874e+00	
   1.9200000e+02	   5.4714191e-02	   2.3592384e+00	   1.5550695e+00	
   1.9300000e+02	  -1.9543864e-01	   2.3470667e+00	   1.5551503e+00	
   1.9400000e+02	  -8.4835651e-02	   2.3352067e+00	   1.5552296e+00	
   1.9500000e+02	   1.3526266e-01	   2.3232262e+00	   1.5553093e+00	
   1.9600000e+02	  -1.5045053e-01	   2.3111953e+00	   1.5553897e+00	
   1.9700000e+02	  -1.8966427e-01	   2.2995830e+00	   1.5554672e+00	
   1.9800000e+02	  -1.7289385e-01	   2.2879500e+00	   1.5555443e+00	
   1.9900000e+02	  -6.0081490e-01	   2.2765263e+00	   1.5556205e+00	
   2.0000000e+02	   9.2558345e-01	   2.2650664e+00	   1.5556975e+00	
